Nomer,T-in (mm.ss),T-out (mm.ss),T-in (s),T-out (s),ΔT (s),Volume,VMax,Kepadatan,Kecepatan,Kecepatan Normalisasi,Hambatan Kendaraan Menyebrang,Hambatan Kendaraan Besar,Hambatan Kendaraan Berhenti Pada Sisi Jalan,Total Hambatan
1,0:02,0:21,2,16,14,3,35,0.0857142857142857,2.85714285714286,0.357142857142857,0,0,0,0
2,0:04,0:16,6,16,10,4,35,0.114285714285714,4,0.5,0,0,0,0
3,0:06,0:21,6,21,15,5,35,0.142857142857143,2.66666666666667,0.333333333333333,0,0,0,0
4,0:09,0:25,9,24,15,4,35,0.114285714285714,2.66666666666667,0.333333333333333,0,0,0,0
5,0:10,0:22,10,22,12,7,35,0.2,3.33333333333333,0.416666666666667,1,1,0,2
6,0:12,0:27,12,27,15,7,35,0.2,2.66666666666667,0.333333333333333,0,1,0,1
7,0:15,0:29,15,29,14,7,35,0.2,2.85714285714286,0.357142857142857,0,2,0,2
8,0:17,0:31,17,31,14,6,35,0.171428571428571,2.85714285714286,0.357142857142857,0,2,0,2
9,0:21,0:34,21,34,13,6,35,0.171428571428571,3.07692307692308,0.384615384615385,0,1,0,1
10,0:21,0:37,21,37,16,7,35,0.2,2.5,0.3125,0,1,0,1
11,0:23,0:36,23,36,13,7,35,0.2,3.07692307692308,0.384615384615385,0,1,0,1
12,0:25,0:38,25,37,12,7,35,0.2,3.33333333333333,0.416666666666667,0,1,0,1
13,0:30,0:51,30,48,18,7,35,0.2,2.22222222222222,0.277777777777778,0,0,0,0
14,0:33,0:50,33,50,17,6,35,0.171428571428571,2.35294117647059,0.294117647058824,0,0,0,0
15,0:38,0:53,38,53,15,5,35,0.142857142857143,2.66666666666667,0.333333333333333,0,0,0,0
16,0:40,0:51,40,51,11,6,35,0.171428571428571,3.63636363636364,0.454545454545455,0,0,0,0
17,0:42,0:55,42,55,13,6,35,0.171428571428571,3.07692307692308,0.384615384615385,1,0,0,1
18,0:43,0:58,43,58,15,6,35,0.171428571428571,2.66666666666667,0.333333333333333,1,1,0,2
19,0:46,1:00,46,60,14,6,35,0.171428571428571,2.85714285714286,0.357142857142857,0,1,0,1
20,0:49,1:03,49,63,14,7,35,0.2,2.85714285714286,0.357142857142857,0,2,0,2
21,0:52,1:05,52,65,13,6,35,0.171428571428571,3.07692307692308,0.384615384615385,0,3,0,3
22,0:54,1:10,54,69,15,6,35,0.171428571428571,2.66666666666667,0.333333333333333,0,3,0,3
23,0:57,1:12,57,72,15,6,35,0.171428571428571,2.66666666666667,0.333333333333333,1,2,0,3
24,1:00,1:15,60,75,15,6,35,0.171428571428571,2.66666666666667,0.333333333333333,0,2,0,2
25,1:04,1:26,64,86,22,5,35,0.142857142857143,1.81818181818182,0.227272727272727,0,2,0,2
26,1:14,1:29,74,89,15,4,35,0.114285714285714,2.66666666666667,0.333333333333333,1,1,0,2
27,1:16,1:31,76,91,15,3,35,0.0857142857142857,2.66666666666667,0.333333333333333,1,1,0,2
28,1:20,1:34,80,94,14,4,35,0.114285714285714,2.85714285714286,0.357142857142857,0,1,0,1
29,1:24,1:38,84,98,14,5,35,0.142857142857143,2.85714285714286,0.357142857142857,0,1,0,1
30,1:28,1:40,88,100,12,6,35,0.171428571428571,3.33333333333333,0.416666666666667,0,1,0,1
31,1:31,1:43,91,102,11,6,35,0.171428571428571,3.63636363636364,0.454545454545455,0,1,0,1
32,1:34,1:48,94,108,14,5,35,0.142857142857143,2.85714285714286,0.357142857142857,0,1,0,1
33,1:40,1:50,100,110,10,4,35,0.114285714285714,4,0.5,0,0,0,0
34,1:43,1:53,103,113,10,3,35,0.0857142857142857,4,0.5,0,0,0,0
35,1:46,1:55,106,115,9,4,35,0.114285714285714,4.44444444444445,0.555555555555556,0,0,0,0
36,1:49,1:59,109,118,9,5,35,0.142857142857143,4.44444444444445,0.555555555555556,0,0,0,0
37,1:52,2:06,112,125,13,6,35,0.171428571428571,3.07692307692308,0.384615384615385,0,0,0,0
38,1:57,2:09,117,128,11,4,35,0.114285714285714,3.63636363636364,0.454545454545455,1,0,0,1
39,1:59,2:11,119,131,12,4,35,0.114285714285714,3.33333333333333,0.416666666666667,1,0,0,1
40,2:07,2:16,127,136,9,4,35,0.114285714285714,4.44444444444445,0.555555555555556,0,0,0,0
41,2:11,2:20,131,140,9,4,35,0.114285714285714,4.44444444444445,0.555555555555556,0,0,0,0
42,2:15,2:25,135,145,10,4,35,0.114285714285714,4,0.5,0,0,0,0
43,2:15,2:24,135,144,9,4,35,0.114285714285714,4.44444444444445,0.555555555555556,0,0,0,0
44,2:20,2:30,140,149,9,3,35,0.0857142857142857,4.44444444444445,0.555555555555556,0,0,0,0
45,2:25,2:34,145,154,9,2,35,0.0571428571428571,4.44444444444445,0.555555555555556,0,0,0,0
46,2:27,2:37,147,157,10,3,35,0.0857142857142857,4,0.5,0,0,0,0
47,2:29,2:40,149,160,11,4,35,0.114285714285714,3.63636363636364,0.454545454545455,0,0,0,0
48,2:31,2:42,151,162,11,4,35,0.114285714285714,3.63636363636364,0.454545454545455,0,0,0,0
49,2:33,2:47,153,167,14,4,35,0.114285714285714,2.85714285714286,0.357142857142857,0,0,0,0
50,2:35,2:44,155,164,9,4,35,0.114285714285714,4.44444444444445,0.555555555555556,0,0,0,0
51,2:37,2:51,157,171,14,5,35,0.142857142857143,2.85714285714286,0.357142857142857,0,0,0,0
52,2:39,2:54,159,174,15,5,35,0.142857142857143,2.66666666666667,0.333333333333333,0,0,0,0
53,2:43,2:59,163,178,15,4,35,0.114285714285714,2.66666666666667,0.333333333333333,0,0,0,0
54,2:46,3:00,166,180,14,4,35,0.114285714285714,2.85714285714286,0.357142857142857,0,0,0,0
55,2:48,3:03,168,183,15,4,35,0.114285714285714,2.66666666666667,0.333333333333333,0,0,0,0
56,2:50,3:05,170,185,15,5,35,0.142857142857143,2.66666666666667,0.333333333333333,1,0,0,1
57,2:51,3:03,171,183,12,5,35,0.142857142857143,3.33333333333333,0.416666666666667,1,0,0,1
58,3:10,3:18,190,198,8,1,35,0.0285714285714286,5,0.625,0,0,0,0
59,3:39,3:44,219,224,5,0,35,0,8,1,0,0,0,0
60,3:55,4:20,235,260,25,0,35,0,1.6,0.2,0,0,0,0
61,3:57,4:07,237,247,10,1,35,0.0285714285714286,4,0.5,1,0,0,1
62,4:11,4:21,251,261,10,3,35,0.0857142857142857,4,0.5,0,0,0,0
63,4:13,4:24,253,264,11,3,35,0.0857142857142857,3.63636363636364,0.454545454545455,0,0,0,0
64,4:16,4:26,256,266,10,4,35,0.114285714285714,4,0.5,0,0,0,0
65,4:18,4:29,258,269,11,5,35,0.142857142857143,3.63636363636364,0.454545454545455,0,0,0,0
66,4:21,4:31,261,271,10,5,35,0.142857142857143,4,0.5,0,0,0,0
67,4:23,4:33,263,273,10,6,35,0.171428571428571,4,0.5,0,0,0,0
68,4:25,4:35,265,275,10,6,35,0.171428571428571,4,0.5,0,0,0,0
69,4:25,4:35,265,275,10,6,35,0.171428571428571,4,0.5,0,0,0,0
70,4:28,4:39,268,279,11,7,35,0.2,3.63636363636364,0.454545454545455,0,0,0,0
71,4:31,4:42,271,282,11,6,35,0.171428571428571,3.63636363636364,0.454545454545455,0,1,0,1
72,4:32,4:42,272,282,10,6,35,0.171428571428571,4,0.5,0,1,0,1
73,4:34,4:42,274,282,8,6,35,0.171428571428571,5,0.625,0,1,0,1
74,4:36,4:46,276,286,10,5,35,0.142857142857143,4,0.5,0,1,0,1
75,4:39,4:49,279,289,10,5,35,0.142857142857143,4,0.5,0,0,0,0
76,4:42,4:52,282,292,10,6,35,0.171428571428571,4,0.5,0,0,0,0
77,4:45,4:54,285,294,9,5,35,0.142857142857143,4.44444444444445,0.555555555555556,0,0,0,0
78,4:47,4:56,287,296,9,5,35,0.142857142857143,4.44444444444445,0.555555555555556,0,0,0,0
79,4:49,4:59,289,299,10,4,35,0.114285714285714,4,0.5,0,0,0,0
80,4:52,5:01,292,301,9,3,35,0.0857142857142857,4.44444444444445,0.555555555555556,0,0,0,0
81,4:54,5:04,294,304,10,3,35,0.0857142857142857,4,0.5,0,0,0,0
82,4:57,5:07,297,307,10,3,35,0.0857142857142857,4,0.5,0,0,0,0
83,4:59,5:09,299,309,10,3,35,0.0857142857142857,4,0.5,0,0,0,0
84,5:00,5:10,300,310,10,4,35,0.114285714285714,4,0.5,0,0,0,0
85,5:00,5:14,300,314,14,4,35,0.114285714285714,2.85714285714286,0.357142857142857,0,0,0,0
86,5:04,5:17,304,317,13,4,35,0.114285714285714,3.07692307692308,0.384615384615385,0,0,0,0
87,5:07,5:18,307,318,11,5,35,0.142857142857143,3.63636363636364,0.454545454545455,0,0,0,0
88,5:10,5:25,310,325,15,4,35,0.114285714285714,2.66666666666667,0.333333333333333,0,0,0,0
89,5:11,5:21,311,321,10,5,35,0.142857142857143,4,0.5,0,0,0,0
90,5:13,5:24,313,324,11,6,35,0.171428571428571,3.63636363636364,0.454545454545455,0,0,0,0
91,5:15,5:27,315,327,12,6,35,0.171428571428571,3.33333333333333,0.416666666666667,0,0,0,0
92,5:18,5:29,318,329,11,6,35,0.171428571428571,3.63636363636364,0.454545454545455,0,0,0,0
93,5:21,5:33,321,333,12,6,35,0.171428571428571,3.33333333333333,0.416666666666667,0,0,0,0
94,5:24,5:37,324,337,13,4,35,0.114285714285714,3.07692307692308,0.384615384615385,0,0,0,0
95,5:27,5:43,327,343,16,3,35,0.0857142857142857,2.5,0.3125,0,0,0,0
96,5:29,5:45,329,345,16,4,35,0.114285714285714,2.5,0.3125,0,0,0,0
97,5:33,5:47,333,347,14,5,35,0.142857142857143,2.85714285714286,0.357142857142857,1,0,0,1
98,5:34,5:43,334,343,9,5,35,0.142857142857143,4.44444444444445,0.555555555555556,1,0,0,1
99,5:36,5:51,336,351,15,5,35,0.142857142857143,2.66666666666667,0.333333333333333,0,0,0,0
100,5:38,5:50,338,350,12,6,35,0.171428571428571,3.33333333333333,0.416666666666667,0,0,0,0
101,5:41,5:55,341,355,14,8,35,0.228571428571429,2.85714285714286,0.357142857142857,0,0,0,0
102,5:43,5:57,343,357,14,7,35,0.2,2.85714285714286,0.357142857142857,0,0,0,0
103,5:46,6:00,346,360,14,7,35,0.2,2.85714285714286,0.357142857142857,0,0,0,0
104,5:48,6:03,348,363,15,6,35,0.171428571428571,2.66666666666667,0.333333333333333,0,0,0,0
105,5:50,6:05,350,365,15,8,35,0.228571428571429,2.66666666666667,0.333333333333333,0,0,0,0
106,5:52,6:04,352,364,12,8,35,0.228571428571429,3.33333333333333,0.416666666666667,0,0,0,0
107,5:55,6:10,355,370,15,8,35,0.228571428571429,2.66666666666667,0.333333333333333,0,0,0,0
108,6:04,6:17,364,377,13,5,35,0.142857142857143,3.07692307692308,0.384615384615385,0,0,0,0
109,6:07,6:21,367,381,14,3,35,0.0857142857142857,2.85714285714286,0.357142857142857,0,0,0,0
110,6:10,6:23,370,383,13,4,35,0.114285714285714,3.07692307692308,0.384615384615385,0,0,0,0
111,6:14,6:30,374,390,16,6,35,0.171428571428571,2.5,0.3125,1,0,0,1
112,6:21,6:36,381,396,15,5,35,0.142857142857143,2.66666666666667,0.333333333333333,0,0,0,0
113,6:23,6:45,383,405,22,6,35,0.171428571428571,1.81818181818182,0.227272727272727,0,0,0,0
114,6:24,6:40,384,400,16,7,35,0.2,2.5,0.3125,0,0,0,0
115,6:26,6:50,386,410,24,8,35,0.228571428571429,1.66666666666667,0.208333333333333,0,0,0,0
116,6:31,6:46,392,406,14,8,35,0.228571428571429,2.85714285714286,0.357142857142857,0,0,0,0
117,6:34,6:54,394,414,20,7,35,0.2,2,0.25,0,0,0,0
